event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,actor1,actor2,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,has_fatalities,event_week,event_month
UKR211475,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Bakhmutskyi,Minkivka,48.7002,37.8513,Ministry of Defence of Russia,"On 4 March 2025, Russian Forces clashed with Ukrainian Forces near Minkivka, Donetsk. According to Russian sources, 245 Ukrainian soldiers, including from territorial defense units (coded to Pleshchiivka), were killed in the area of Pleshchiivka, Shevchenko, Dyliivka, Krymske, Siversk, Oleksandropil, Minkivka and Kostiantynivka [Russian MoD reported 245 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,True,2025-03-03/2025-03-09,2025-03
UKR211473,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Pokrovskyi,Lysivka,48.2246,37.2648,Institute for the Study of War; Ministry of Defence of Ukraine,"On 4 March 2025, Russian Forces launched assault actions on Ukrainian positions near Lysivka, Donetsk. 101 Russian soldiers were killed and 124 Russian soldiers were injured in the area of Promin, Lysivka, Serhiivka, Andriivka and Oleksiivka (coded as 101 fatalities split across 5 events. 20 fatalities coded to this event). Ukrainian Forces destroyed 5 vehicles, 5 UAV control antennas, an anti-drone gun and 5 satellite terminals of Russian Forces in Pokrovsk direction.",20,True,2025-03-03/2025-03-09,2025-03
MEX100742,2025-03-04,2025,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mexico),Civilians (Mexico),Mexico,Sinaloa,Mazatlan,Mazatlan,23.2003,-106.4222,Riodoce,"On 4 March 2025, in Mazatlan, Sinaloa, three men abducted two women. Military and police officers released the women on 7 March 2025 from a house in Colonia Ninos Heroes. The victim stated that she was kidnapped for 3 days.",0,False,2025-03-03/2025-03-09,2025-03
UKR211472,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Kharkiv,Kharkivskyi,Lyptsi,50.2037,36.4077,Institute for the Study of War,"On 4 March 2025, Russian Forces launched assault actions on Ukrainian positions near Lyptsi, Kharkiv. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211470,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Bakhmutskyi,Krymske,48.4097,37.8665,Institute for the Study of War; Ministry of Defence of Russia,"On 4 March 2025, Russian Forces clashed with Ukrainian Forces near Krymske, Donetsk. According to Russian sources, 245 Ukrainian soldiers, including from territorial defense units (coded to Pleshchiivka), were killed in the area of Pleshchiivka, Shevchenko, Dyliivka, Krymske, Siversk, Oleksandropil, Minkivka and Kostiantynivka [Russian MoD reported 245 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,True,2025-03-03/2025-03-09,2025-03
UKR211468,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Pokrovskyi,Kotlyne,48.2554,37.05,Institute for the Study of War; Ministry of Defence of Russia,"On 4 March 2025, Russian Forces clashed with Ukrainian Forces near Kotlyne, Donetsk. According to Russian sources, 600 Ukrainian soldiers were killed in the area of Oleksiivka, Novopavlivka, Pokrovsk, Zvirove, Kotlyne, Uspenivka, Udachne, Yelyzavetivka, Petrivske, Myrnohrad, Myroliubivka, Zelene and Sribne [Russian MoD reported 600 fatalities. Coded as 10 fatalities split across 13 events. 1 fatality coded to this event].",1,True,2025-03-03/2025-03-09,2025-03
UKR211467,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Volnovaskyi,Kostiantynopil,47.9985,37.0374,Institute for the Study of War; Ministry of Defence of Ukraine,"On 4 March 2025, Russian Forces launched assault actions on Ukrainian positions near Kostiantynopil, Donetsk. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211466,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Kramatorskyi,Kostiantynivka,48.5333,37.7166,Ministry of Defence of Russia,"On 4 March 2025, Russian Forces clashed with Ukrainian Forces near Kostiantynivka, Donetsk. According to Russian sources, 245 Ukrainian soldiers, including from territorial defense units (coded to Pleshchiivka), were killed in the area of Pleshchiivka, Shevchenko, Dyliivka, Krymske, Siversk, Oleksandropil, Minkivka and Kostiantynivka [Russian MoD reported 245 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,True,2025-03-03/2025-03-09,2025-03
UKR211465,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Kramatorskyi,Kolodiazi,49.0829,37.881,Institute for the Study of War,"On 4 March 2025, Russian Forces launched assault actions on Ukrainian positions near Kolodiazi, Donetsk. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211477,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Pokrovskyi,Myroliubivka,48.2986,37.3804,Ministry of Defence of Russia,"On 4 March 2025, Russian Forces clashed with Ukrainian Forces near Myroliubivka, Donetsk. According to Russian sources, 600 Ukrainian soldiers were killed in the area of Oleksiivka, Novopavlivka, Pokrovsk, Zvirove, Kotlyne, Uspenivka, Udachne, Yelyzavetivka, Petrivske, Myrnohrad, Myroliubivka, Zelene and Sribne [Russian MoD reported 600 fatalities. Coded as 10 fatalities split across 13 events. 0 fatalities coded to this event].",0,False,2025-03-03/2025-03-09,2025-03
FRA38126,2025-03-04,2025,Demonstrations,Protests,Peaceful protest,Protesters (France),Unknown,France,Grand Est,Moselle,Heckenransbach,49.0575,6.982,Le Republicain Lorrain,"On 4 March 2025, local elected officials and students' parents gathered outside the school in Heckenransbach (Grand Est) to protest against its planned closure. They argued that the school had sufficient enrollment and urged authorities to reconsider.",0,False,2025-03-03/2025-03-09,2025-03
UKR211464,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Ukraine (2019-) Marines,Military Forces of Russia (2000-),Ukraine,Kherson,Khersonskyi,Kherson,46.6558,32.6178,Ministry of Defence of Ukraine,"On 4 March 2025, Ukrainian Marines killed and injured 129 Russian soldiers (coded as 65 fatalities) and destroyed 5 vehicles and 235 FPV drones of Russian forces during clashes and shelling in the Kherson region (coded to Kherson, Kherson).",65,True,2025-03-03/2025-03-09,2025-03
UKR211463,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),Ukraine,Kherson,Khersonskyi,Kherson,46.6558,32.6178,Ministry of Defence of Ukraine,"On 4 March 2025, Ukrainian Forces killed and wounded 140 Russian soldiers (coded as 70 fatalities) and destroyed 2 artillery systems, 19 vehicles, 3 motorcycles, 3 boats, a reconnaissance UAV and other equipment of Russian Forces during clashes and shelling in the Kherson region (coded to Kherson, Kherson).",70,True,2025-03-03/2025-03-09,2025-03
CAN7894,2025-03-04,2025,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Canada),Rioters (Canada),Canada,Ontario,Waterloo,Breslau,43.4692,-80.4103,CTV News; Waterloo Region Record,"On 4 March 2025, CUPE local 1656 members held a rally in front of the Region of Waterloo International airport in Breslau (Ontario) to demand higher wages. A driver drove past the picket line at a 'high rate of speed' after briefly arguing with demonstrators. The vehicle hit at least one demonstrator. According to the demonstrators, the demonstrator was hit by the car and ended up on the hood of his vehicle. The driver was arrested for stunt driving. No serious injuries were reported.",0,False,2025-03-03/2025-03-09,2025-03
UKR211462,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Zaporizhia,Vasylivskyi,Kamianske,47.5424,35.3662,Institute for the Study of War; Ministry of Defence of Ukraine; Suspilne Media,"On 4 March 2025, Russian Forces, supported by air force, launched assault actions on Ukrainian positions near Kamianske, Zaporizhia. Russian Forces shelled Kamianske with artillery and MLRS. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211461,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Kramatorskyi,Ivanivka,48.9189,37.3497,Institute for the Study of War; Ministry of Defence of Ukraine; Suspilne Media,"On 4 March 2025, Russian Forces, supported by air force, launched assault actions on Ukrainian positions near Ivanivka, Donetsk, with KAB bombs. Russian Forces shelled Ivanivka with MLRS, damaging 10 houses and 2 civilian cars. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
CAN7895,2025-03-04,2025,Demonstrations,Protests,Peaceful protest,Protesters (Canada),Unknown,Canada,Ontario,Waterloo,Kitchener,43.452,-80.4938,CBC,"On 4 March 2025, CUPE local 1656 members at the Waterloo International Airport held a rally in front of the Region of Waterloo Administration Headquarters in Kitchener (Ontario) to demand higher wages.",0,False,2025-03-03/2025-03-09,2025-03
UKR211460,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Luhansk,Svativskyi,Hrekivka,49.245,37.9205,Institute for the Study of War; Ministry of Defence of Ukraine,"On 4 March 2025, Russian Forces launched assault actions on Ukrainian positions near Hrekivka, Luhansk. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211459,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Bakhmutskyi,Dyliivka,48.4262,37.8761,Ministry of Defence of Russia,"On 4 March 2025, Russian Forces clashed with Ukrainian Forces near Dyliivka, Donetsk. According to Russian sources, 245 Ukrainian soldiers, including from territorial defense units (coded to Pleshchiivka), were killed in the area of Pleshchiivka, Shevchenko, Dyliivka, Krymske, Siversk, Oleksandropil, Minkivka and Kostiantynivka [Russian MoD reported 245 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,True,2025-03-03/2025-03-09,2025-03
MEX100763,2025-03-04,2025,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Civilians (Mexico),Mexico,Tabasco,Tenosique,Tenosique de Pino Suarez,17.4775,-91.4259,Tabasco Hoy,"On 4 March 2025, in Tenosique de Pino Suarez, Tabasco, unknown armed individuals in two vehicles chased two Pocho dancers into a home in Colonia Luis Donaldo Colosio and shot both to death. 2 fatalities.",2,True,2025-03-03/2025-03-09,2025-03
UKR211458,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Kramatorskyi,Dibrova,48.9161,37.8541,Institute for the Study of War; Ministry of Defence of Ukraine,"On 4 March 2025, Russian Forces launched assault actions on Ukrainian positions near Dibrova, Donetsk. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
MEX100752,2025-03-04,2025,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Unknown,Mexico,Sonora,Hermosillo,Hermosillo,29.0749,-110.959,Entorno Informativo,"On 4 March 2025, in Hermosillo, Sonora, widows of murdered police officers staged a sit-in outside the Government Palace to demand the payment of their subsidiary compensation support that they were promised at the beginning of the current administration.",0,False,2025-03-03/2025-03-09,2025-03
UKR211478,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Zaporizhia,Polohivskyi,Nesterianka,47.4951,35.6802,Institute for the Study of War; Ministry of Defence of Ukraine,"On 4 March 2025, Russian Forces launched assault actions on Ukrainian positions near Nesterianka, Zaporizhia. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
MEX100692,2025-03-04,2025,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Unknown,Mexico,San Luis Potosi,Tamazunchale,Tamazunchale,21.2594,-98.7882,Antena San Luis,"On 4 March 2025, in Tamazunchale, San Luis Potosi, employees of the Mexican Social Security Institute (IMSS) protested to demand the payment of wages and greater job certainty amid budget cuts.",0,False,2025-03-03/2025-03-09,2025-03
UKR211479,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Kramatorskyi,Nove,49.1615,37.8374,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,"On 4 March 2025, Russian Forces launched assault actions on Ukrainian positions near Nove, Donetsk. According to Russian sources, 200 Ukrainian soldiers were killed in the area of Nove, Kupiansk, Pidvysoke, Shandryholovo, Novoliubivka and Serebrianka [Russian MoD reported 200 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,True,2025-03-03/2025-03-09,2025-03
UKR211498,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Bakhmutskyi,Serebrianka,48.9211,38.1276,Ministry of Defence of Russia,"On 4 March 2025, Russian Forces clashed with Ukrainian Forces near Serebrianka, Donetsk. According to Russian sources, 200 Ukrainian soldiers were killed in the area of Nove, Kupiansk, Pidvysoke, Shandryholovo, Novoliubivka and Serebrianka [Russian MoD reported 200 fatalities. Coded as 10 fatalities split across 6 events. 1 fatality coded to this event].",1,True,2025-03-03/2025-03-09,2025-03
MEX100653,2025-03-04,2025,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Civilians (Mexico),Mexico,Puebla,Chignahuapan,Ciudad de Chignahuapan,19.8382,-98.031,E-Consulta,"On 4 March 2025, in Ciudad de Chignahuapan, Puebla, unknown armed individuals on two motorcycles intercepted a vehicle, opened fire at those inside and then fled the scene in the downtown area in Colonia Teoconchila. One passenger died and three were injured as a result. 1 fatality, 3 injuries.",1,True,2025-03-03/2025-03-09,2025-03
UKR211497,2025-03-04,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Volnovaskyi,Rozdolne,47.9068,36.9178,Ministry of Defence of Ukraine,"On 4 March 2025, Russian Forces launched assault actions on Ukrainian positions near Rozdolne, Donetsk. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
